DroughtLevel,Layer,observed,predicted_cv,baseline_predicted_cv
Extreme,site,-0.004308895697803017,0.021472225169283325,0.030903779314969515
Extreme,site,-0.09776579968813137,-0.0021417435675741337,0.03869185464749688
Extreme,site,-0.018223525174457467,0.025030782543006395,0.03206333177135739
Extreme,site,0.02883451396783121,0.03725051047221719,0.028141828509499995
Extreme,site,0.03139229307081082,-0.03061679123750476,0.027928680250918363
Extreme,site,0.007789946236890852,-0.020955556142128295,0.029895542487078357
Extreme,site,0.09644737142007075,0.020619372079297097,0.022507423721813368
Extreme,site,0.048535172825928036,0.03610617486826248,0.026500106937991926
Extreme,site,0.004641799560266113,0.020555023933675583,0.030157888043463754
Extreme,site,0.10849860063226835,-0.018127982160789945,0.0215031546207969
Extreme,site,-0.1060814162563668,0.11168251945351132,0.03938482269484983
Extreme,site,0.13403914165314845,0.04807128572100603,0.019374776202390222
Extreme,site,0.13273725353137522,-0.014039738455623814,0.01948326687920466
