DroughtLevel,Layer,observed,predicted_cv,baseline_predicted_cv
Extreme,site_month,-0.004308895697803017,0.02356497581937445,0.03621547153595131
Extreme,site_month,-0.09776579968813137,0.017933729261346242,0.0424459318019732
Extreme,site_month,-0.018223525174457467,0.01844548010690153,0.03714311350106161
Extreme,site_month,0.02883451396783121,0.05903705301415946,0.034005910891575696
Extreme,site_month,0.03139229307081082,-0.01538394748379105,0.03383539228471039
Extreme,site_month,-0.0026338397544954373,-0.00017229684883767333,0.037505755895208284
Extreme,site_month,0.016476434563046094,-0.014985213213028694,0.037505755895208284
Extreme,site_month,0.09992843218035385,0.01813530655859962,0.025027125746548504
Extreme,site_month,0.08861498470943374,0.02580367978233058,0.025027125746548504
Extreme,site_month,-0.015721963154899044,0.014840285713216052,0.029724998378377127
Extreme,site_month,0.13849516319908595,0.0213289336175768,0.029724998378377127
Extreme,site_month,0.004641799560266113,0.019586504229093155,0.035618758518746706
Extreme,site_month,0.10849860063226835,-0.002521560363674965,0.02869497178061322
Extreme,site_month,-0.1060814162563668,0.09970464600762155,0.04300030623985556
Extreme,site_month,0.13403914165314845,0.042229292347371744,0.02699226904588788
Extreme,site_month,0.13273725353137522,-0.023138235191947756,0.02707906158733943
